0.0204839706421 28129  24.3   7108   00:00
0.0597760677338 28129  24.3   8300   00:01
0.0983769893646 28129  24.3   9876   00:01
0.134277105331 28129  24.3  10800   00:01
0.162301063538 28129  45.9  11972   00:01
0.191056013107 28129  45.9  12668   00:01
0.216395139694 28129  45.9  13152   00:01
0.23660492897 28129  45.9  13152   00:01
0.256623983383 28129  45.9  13152   00:01
0.280308961868 28129  44.5  13152   00:01
0.303633928299 28129  44.5  13152   00:01
0.331120967865 28129  44.5  13152   00:01
0.355390071869 28129  44.5  13152   00:01
0.377125024796 28129  44.5  13152   00:01
0.403435945511 28129  27.8  13152   00:01
0.427902936935 28129  27.8  13152   00:01
0.452372074127 28129  27.8  13152   00:01
0.475887060165 28129  27.8  13152   00:01
0.500801086426 28129  27.8  13152   00:01
0.536442995071 28129  17.4  13152   00:01
0.575083017349 28129  17.4  13320   00:01
0.603846073151 28129  17.4  13528   00:01
0.638302087784 28129  17.4  13560   00:01
0.664925098419 28129  31.7  13600   00:01
0.695925951004 28129  31.7  13636   00:01
0.721534967422 28129  31.7  13796   00:01
0.752207040787 28129  31.7  13856   00:01
0.774152994156 28129  54.3  13860   00:01
0.797888994217 28129  54.3  13864   00:01
0.821378946304 28129  10.3  13812   00:01
0.846024036407 28129  10.3  13876   00:01
0.876848936081 28129  10.3  13876   00:01
0.89991402626 28129  33.0  13876   00:01
0.923550128937 28129  33.0  13880   00:01
0.950320005417 28129  33.0  13880   00:01
0.975836992264 28129  33.0  13880   00:01
1.00352311134 28129  33.0  13884   00:01
1.03018093109 28129  56.3  13896   00:02
1.05550003052 28129   7.6  13844   00:02
1.08014702797 28129   7.6  13896   00:02
1.10964012146 28129   7.6  13896   00:02
1.13947606087 28129   7.6  13904   00:02
1.16506814957 28129  35.3  13904   00:02
1.18849015236 28129  35.3  13904   00:02
1.2104101181 28129  35.3  13916   00:02
1.23243999481 28129  35.3  13936   00:02
1.2622461319 28129  35.3  13936   00:02
1.29148602486 28129   6.8  13876   00:02
1.31416106224 28129   6.8  13940   00:02
1.34431815147 28129   6.8  13940   00:02
1.37053799629 28129   6.8  13940   00:02
1.39913892746 28129  40.3  13976   00:02
