0.0130620002747 73306   0.0    292   00:00
0.0454130172729 73306   0.0   1016   00:00
0.0780711174011 73306   2.1   1364   00:00
0.113017082214 73306   2.1   1388   00:00
0.145148038864 73306   2.1   1392   00:00
0.179357051849 73306  13.9   1404   00:00
0.208844184875 73306  13.9   1424   00:00
0.235952138901 73306  13.9   1440   00:00
0.262808084488 73306  13.9   1456   00:00
0.290237188339 73306  13.9   1468   00:00
0.316506147385 73306  32.5   1532   00:00
0.343175172806 73306  32.5   1552   00:00
0.371471166611 73306  32.5   1548   00:00
0.404083013535 73306  32.5   1552   00:00
0.431678056717 73306  42.0   1560   00:00
0.45898103714 73306  42.0   1544   00:00
0.486574172974 73306  42.0   1552   00:00
0.513852119446 73306  42.0   1548   00:00
0.543933153152 73306  42.0   1544   00:00
0.571133136749 73306  49.0   1548   00:00
0.598623037338 73306  49.0   1548   00:00
0.629568099976 73306  49.0   1556   00:00
0.658776044846 73306  49.0   1548   00:00
0.687669038773 73306  52.7   1556   00:01
0.714979171753 73306  52.7   1548   00:01
0.742653131485 73306  52.7   1548   00:01
0.77197599411 73306  52.7   1564   00:01
0.799987077713 73306  52.7   1548   00:01
0.831167221069 73306  54.8   1556   00:01
0.858151197433 73306  54.8   1552   00:01
0.894359111786 73306  54.8   1556   00:01
0.928769111633 73306  50.8   1556   00:01
0.956778049469 73306  50.8   1556   00:01
0.98476099968 73306  50.8   1556   00:01
1.0124771595 73306  50.8   1556   00:01
1.0426671505 73306  50.8   1564   00:01
1.07132411003 73306  54.7   1552   00:01
1.10320305824 73306  54.7   1548   00:01
1.13515400887 73306  54.7   1556   00:01
1.16726303101 73306  54.7   1548   00:01
1.19695019722 73306  48.2   1556   00:01
1.22701406479 73306  48.2   1580   00:01
1.25685715675 73306  48.2   1576   00:01
1.29215312004 73306  48.2   1588   00:01
1.32327508926 73306  51.2   1588   00:01
1.35245418549 73306  51.2   1580   00:01
1.38300800323 73306  51.2   1580   00:01
1.41410708427 73306  51.2   1580   00:01
1.44407820702 73306  56.1   1580   00:01
1.47403001785 73306  56.1   1576   00:01
1.50562620163 73306  56.1   1584   00:01
1.53561401367 73306  56.1   1584   00:01
1.56471705437 73306  58.5   1584   00:01
1.59288620949 73306  58.5   1576   00:01
1.62179207802 73306  58.5   1584   00:01
1.65168499947 73306  58.5   1584   00:01
1.67982721329 73306  58.5   1580   00:01
1.70726919174 73306  58.5   1580   00:02
1.73460412025 73306  58.5   1584   00:02
1.76430821419 73306  58.5   1580   00:02
1.79536104202 73306  58.5   1584   00:02
1.8220641613 73306  57.3   1576   00:02
1.85210108757 73306  57.3   1580   00:02
1.88408112526 73306  57.3   1588   00:02
1.91317915916 73306  57.3   1584   00:02
1.94161200523 73306  57.3   1584   00:02
1.96865105629 73306  57.3   1592   00:02
1.99706315994 73306  57.3   1576   00:02
2.02767300606 73306  57.3   1580   00:02
2.05494713783 73306  58.3   1576   00:02
2.0852971077 73306  58.3   1584   00:02
2.11282515526 73306  58.3   1584   00:02
2.14128518105 73306  58.3   1584   00:02
2.16864418983 73306  58.3   1592   00:02
2.19541120529 73306  60.4   1584   00:02
2.2221801281 73306  60.4   1580   00:02
2.2562520504 73306  60.4   1584   00:02
2.2849111557 73306  60.4   1584   00:02
2.3145160675 73306  58.6   1584   00:02
2.34226703644 73306  58.6   1576   00:02
2.37154102325 73306  58.6   1584   00:02
2.39900803566 73306  58.6   1592   00:02
2.42682909966 73306  58.6   1584   00:02
2.45424699783 73306  59.1   1584   00:02
