0.011612176895141602 33625  18.6   9336   00:00
0.0372161865234375 33625  49.1  10592   00:00
0.0618131160736084 33625  49.1  10940   00:00
0.08555221557617188 33625  49.1  11808   00:00
0.11094307899475098 33625  49.1  11992   00:01
0.14035630226135254 33625  49.1  11992   00:01
0.1646721363067627 33625  67.4  12008   00:01
0.18905115127563477 33625  67.4  12012   00:01
0.21237730979919434 33625  67.4  12032   00:01
0.23665428161621094 33625  67.4  12084   00:01
0.26612305641174316 33625  67.4  12084   00:01
0.29148125648498535 33625  32.7  11996   00:01
0.3164212703704834 33625  32.7  12084   00:01
0.3520691394805908 33625  32.7  12084   00:01
0.37833619117736816 33625  32.7  12084   00:01
0.40599727630615234 33625  56.2  12084   00:01
0.42934131622314453 33625  56.2  12084   00:01
0.45272135734558105 33625  56.2  12084   00:01
0.47581005096435547 33625  56.2  12084   00:01
0.5011181831359863 33625  56.2  12104   00:01
0.5304062366485596 33625  56.2  12160   00:01
0.5547499656677246 33625  72.9  12160   00:01
0.5792183876037598 33625  72.9  12180   00:01
0.6027681827545166 33625  72.9  12180   00:01
0.6263651847839355 33625  72.9  12212   00:01
0.6575779914855957 33625  82.9  12212   00:01
0.6826963424682617 33625  82.9  12212   00:01
0.7069320678710938 33625  82.9  12220   00:01
0.72995924949646 33625  82.9  12272   00:01
0.7555782794952393 33625  82.9  12372   00:01
0.7792751789093018 33625  82.9  12372   00:01
0.8028781414031982 33625  90.0  12380   00:01
0.8258812427520752 33625  90.0  12580   00:01
0.8498220443725586 33625  90.0  12580   00:01
0.8788571357727051 33625  90.0  12584   00:01
0.9046590328216553 33625  90.0  12588   00:01
0.928077220916748 33625  92.0  12600   00:01
0.9505960941314697 33625  92.0  12600   00:01
0.9736602306365967 33625  92.0  12720   00:01
1.0004441738128662 33625  92.0  12720   00:01
1.0276751518249512 33625  92.0  12724   00:01
1.0517373085021973 33625  94.9  12724   00:01
1.0746502876281738 33625  94.9  12732   00:01
1.099555253982544 33625  94.9  12760   00:01
1.1244211196899414 33625  94.9  12760   00:02
1.1505763530731201 33625  94.9  12764   00:02
1.1765062808990479 33625  95.8  12808   00:02
1.199883222579956 33625  95.8  12836   00:02
1.2233190536499023 33625  95.8  13140   00:02
1.2472631931304932 33625  95.8  13144   00:02
1.2787501811981201 33625  95.8  13148   00:02
1.311528205871582 33625  96.2  13152   00:02
1.3458240032196045 33625  96.2  13156   00:02
1.3729722499847412 33625  96.2  13164   00:02
1.3998181819915771 33625  96.2  13208   00:02
1.42342209815979 33625  98.5  13252   00:02
1.4480571746826172 33625  98.5  13268   00:02
1.4728100299835205 33625  98.5  13344   00:02
1.5009710788726807 33625  98.5  13344   00:02
1.5295531749725342 33625  98.5  13380   00:02
1.5533313751220703 33625  98.6  13404   00:02
1.5762341022491455 33625  98.6  13476   00:02
1.5995981693267822 33625  98.6  13484   00:02
1.6251740455627441 33625  98.6  13520   00:02
1.6550793647766113 33625  98.6  13596   00:02
1.6788201332092285 33625  99.3  13600   00:02
1.7026193141937256 33625  99.3  13624   00:02
1.7259540557861328 33625  99.3  13648   00:02
1.7512822151184082 33625  99.3  13708   00:02
1.7754461765289307 33625  99.3  13724   00:02
1.7991292476654053 33625  99.1  13880   00:02
1.8224072456359863 33625  99.1  13884   00:02
1.8462610244750977 33625  99.1  13888   00:02
1.8769652843475342 33625  99.1  13900   00:02
1.9014883041381836 33625  99.1  13904   00:02
1.925159215927124 33625  98.9  13940   00:02
1.9482522010803223 33625  98.9  13984   00:02
1.9719030857086182 33625  98.9  14068   00:02
2.002742052078247 33625  98.9  14068   00:02
2.0272791385650635 33625  98.9  14116   00:02
2.0507020950317383 33625  99.4  14120   00:02
2.074104070663452 33625  99.4  14160   00:02
2.096925973892212 33625  99.4  14188   00:02
2.1257271766662598 33625  99.4  14252   00:03
2.1557061672210693 33625  99.4  14296   00:03
2.178847074508667 33625  98.7  14304   00:03
2.2024283409118652 33625  98.7  14416   00:03
2.2263481616973877 33625  98.7  14440   00:03
2.2514522075653076 33625  98.7  14440   00:03
2.2757041454315186 33625  98.7  14464   00:03
2.2987091541290283 33625  98.8  14508   00:03
2.3218932151794434 33625  98.8  14516   00:03
2.3469111919403076 33625  98.8  14548   00:03
2.3770692348480225 33625  98.8  14580   00:03
2.3996469974517822 33625  98.8  14632   00:03
2.42232608795166 33625  99.9  14660   00:03
2.444793224334717 33625  99.9  14672   00:03
2.4684481620788574 33625  99.9  14704   00:03
2.49892520904541 33625  99.9  14740   00:03
2.522918224334717 33625  99.9  14780   00:03
2.546588182449341 33625  99.8  14864   00:03
2.5700533390045166 33625  99.8  14868   00:03
2.5932211875915527 33625  99.8  14892   00:03
2.622411012649536 33625  99.8  14908   00:03
2.647909164428711 33625  99.8  15120   00:03
2.6717381477355957 33625  13.1  15020   00:03
2.695523262023926 33625  13.1  15128   00:03
2.718963384628296 33625  13.1  15128   00:03
2.7465453147888184 33625  13.1  15128   00:03
2.7734601497650146 33625  13.1  15128   00:03
2.796387195587158 33625  45.1  15128   00:03
2.8197152614593506 33625  45.1  15128   00:03
2.842832326889038 33625  45.1  15128   00:03
2.8685450553894043 33625   9.7  15064   00:03
2.9033522605895996 33625   9.7  15128   00:03
2.9339311122894287 33625  25.1  15128   00:03
2.961869239807129 33625  25.1  15128   00:03
2.985772132873535 33625  25.1  15128   00:03
3.010329246520996 33625  25.1  15128   00:03
3.033797264099121 33625  25.1  15128   00:03
3.0594191551208496 33625  52.9  15128   00:03
3.0828843116760254 33625  52.9  15128   00:03
3.109502077102661 33625  52.9  15128   00:04
3.1372532844543457 33625  52.9  15128   00:04
3.1604371070861816 33625  52.9  15128   00:04
3.184488296508789 33625  70.3  15128   00:04
3.2079501152038574 33625  70.3  15128   00:04
3.2340359687805176 33625  70.3  15128   00:04
3.2623822689056396 33625  70.3  15128   00:04
3.2860140800476074 33625  70.3  15128   00:04
3.309652090072632 33625  80.9  15128   00:04
3.3327512741088867 33625  80.9  15128   00:04
3.3567240238189697 33625  80.9  15128   00:04
3.386240005493164 33625  80.9  15128   00:04
3.409968137741089 33625  80.9  15128   00:04
3.4331300258636475 33625  87.4  15128   00:04
3.45617938041687 33625  87.4  15128   00:04
3.4797303676605225 33625  87.4  15128   00:04
3.511214256286621 33625  87.4  15128   00:04
3.5358381271362305 33625  87.4  15128   00:04
3.559687376022339 33625  91.9  15128   00:04
3.5830490589141846 33625  91.9  15128   00:04
3.6072912216186523 33625  91.9  15128   00:04
3.6331393718719482 33625  91.9  15128   00:04
