0.0393970012665 12691  0.0 37256       00:00
0.0656399726868 12691  0.0 37368       00:00
0.137809991837 12691  0.0 48612       00:00
0.198872089386 12691  0.0 37932       00:00
0.251022100449 12691  0.0 39668       00:00
0.291125059128 12691  0.0 37220       00:00
0.337170124054 12691  0.0 45192       00:00
0.40099811554 12691  0.0 38176       00:00
0.501497983932 12691  0.0 39312       00:00
0.520537137985 12691  0.0 41448       00:00
0.543160915375 12691  0.0 39248       00:00
0.591819047928 12691  0.0 47136       00:00
0.650912046432 12691 57.0 46948       00:01
0.720535993576 12691 60.0 41408       00:01
0.755649089813 12691 62.0 37148       00:01
0.777709007263 12691 63.0 37412       00:01
0.849830150604 12691 70.0 48620       00:01
0.925786972046 12691 74.0 85036       00:01
0.976479053497 12691 76.0 81948       00:01
1.00622797012 12691 79.0 42068       00:01
1.04931998253 12691 81.0 40124       00:01
1.1192150116 12691 86.0 54864       00:01
1.19472694397 12691 91.0 58016       00:01
1.2399520874 12691 95.0 62460       00:01
1.28708314896 12691  100 52256       00:01
1.36693000793 12691  104 54360       00:01
1.46120595932 12691  110 36184       00:01
1.48193597794 12691  111 46144       00:01
1.55552792549 12691  115 57904       00:01
1.62633109093 12691 60.5 100628      00:02
1.67585492134 12691 62.0 38168       00:02
1.72161197662 12691 63.0 36400       00:02
1.78809309006 12691 66.5 58612       00:02
1.87481713295 12691 70.0 52056       00:02
1.92292904854 12691 71.5 36656       00:02
1.99150109291 12691 74.0 64812       00:02
2.07842302322 12691 76.5 48284       00:02
2.12586212158 12691 77.5 38936       00:02
2.16280698776 12691 78.5 41264       00:02
2.21831703186 12691 80.5 46316       00:02
2.28250598907 12691 82.0 37652       00:02
2.31482410431 12691 84.0 37472       00:02
2.33648610115 12691 85.0 39412       00:02
2.38669514656 12691 86.5 44084       00:02
2.4211370945 12691 87.5 39320       00:02
2.48907113075 12691 90.0 143396      00:02
2.52992010117 12691 91.5 38076       00:02
2.54646205902 12691 92.0 38192       00:02
2.56293106079 12691 93.5 36332       00:02
2.57972002029 12691 94.5 36376       00:02
2.60398292542 12691 95.5 36240       00:02
2.61973309517 12691 64.0 38400       00:03
2.64585900307 12691 64.3 36360       00:03
2.68798708916 12691 65.3 51200       00:03
2.70482611656 12691 65.6 37012       00:03
2.75752997398 12691 66.3 37000       00:03
2.77421212196 12691 67.3 38704       00:03
2.79078793526 12691 68.0 38856       00:03
2.81079506874 12691 69.0 36824       00:03
2.83414101601 12691 69.3 36800       00:03
2.85209107399 12691 69.6 36792       00:03
2.87129497528 12691 70.0 36688       00:03
2.88983297348 12691 70.3 38732       00:03
2.910998106 12691 70.6 38564       00:03
2.96290302277 12691 72.0 69124       00:03
2.99345898628 12691 72.6 71256       00:03
3.02103805542 12691 73.6 76352       00:03
3.08970999718 12691 75.3 76576       00:03
3.15337109566 12691 77.0 58516       00:03
3.21619606018 12691 77.6 37652       00:03
3.23682808876 12691 78.6 37772       00:03
3.26312303543 12691 79.0 41980       00:03
3.31967711449 12691 80.0 66912       00:03
3.39160895348 12691 82.0 51008       00:03
3.43990898132 12691 82.0 37596       00:03
3.46071004868 12691 82.6 38612       00:03
3.48328399658 12691 83.3 40668       00:03
3.54965996742 12691 85.0 59724       00:03
3.63111710548 12691 65.0 50068       00:04
3.67464113235 12691 65.5 39484       00:04
3.69982099533 12691 66.0 36776       00:04
3.71836805344 12691 66.0 36680       00:04
3.80364203453 12691 67.5 38784       00:04
3.869795084 12691 68.0 39440       00:04
3.90396094322 12691 68.5 41376       00:04
3.94339513779 12691 68.7 37780       00:04
3.97337603569 12691 69.0 39460       00:04
3.98922801018 12691 69.5 37380       00:04
4.00546193123 12691 70.0 39356       00:04
4.01988196373 12691 70.5 37448       00:04
4.03600001335 12691 71.0 37492       00:04
4.05500102043 12691 71.5 39436       00:04
4.07059192657 12691 71.5 41412       00:04
4.08466506004 12691 71.7 37536       00:04
4.10435700417 12691 72.0 52464       00:04
4.15634012222 12691 72.7 37408       00:04
4.20075893402 12691 73.2 39416       00:04
4.22603011131 12691 73.5 39384       00:04
4.24184393883 12691 73.7 37376       00:04
4.26111292839 12691 74.2 39488       00:04
4.28073501587 12691 74.7 39336       00:04
4.29601597786 12691 75.2 39460       00:04
4.31513094902 12691 75.7 37440       00:04
4.32967305183 12691 76.2 39408       00:04
4.3452539444 12691 76.5 37248       00:04
4.38701200485 12691 77.0 62008       00:04
4.42451906204 12691 77.5 38748       00:04
4.44993400574 12691 77.5 36464       00:04
4.50531291962 12691 78.7 57252       00:04
4.55405497551 12691 79.7 67808       00:04
4.62398409843 12691 64.6 39216       00:05
4.65567994118 12691 65.0 39504       00:05
4.71200609207 12691 65.6 36976       00:05
4.77314209938 12691 66.4 48936       00:05
4.82647204399 12691 66.8 38228       00:05
4.84809994698 12691 67.2 39100       00:05
4.87703609467 12691 67.4 39388       00:05
4.93135309219 12691 68.2 41756       00:05
4.98738002777 12691 68.8 65488       00:05
5.05460715294 12691 69.4 39628       00:05
5.11861300468 12691 70.0 37832       00:05
5.17880392075 12691 70.6 56364       00:05
5.26973509789 12691 71.8 37248       00:05
5.29676294327 12691 72.0 50840       00:05
5.34833502769 12691 72.6 41572       00:05
5.39736700058 12691 73.6 55828       00:05
5.4510409832 12691 74.2 51184       00:05
5.4870929718 12691 74.4 37112       00:05
5.5227200985 12691 74.6 53952       00:05
5.5477399826 12691 75.0 52744       00:05
5.61488413811 12691 63.1 40836       00:06
5.67008805275 12691 63.5 40440       00:06
5.70519304276 12691 63.8 39280       00:06
5.73045396805 12691 64.1 39136       00:06
5.78251504898 12691 64.6 58792       00:06
5.84097003937 12691 65.6 41812       00:06
5.90810894966 12691 66.0 39324       00:06
5.93483805656 12691 66.1 37280       00:06
5.96063613892 12691 66.3 37248       00:06
5.98641514778 12691 66.6 37196       00:06
6.05868411064 12691 67.5 48080       00:06
6.11074900627 12691 68.3 49480       00:06
6.16328501701 12691 68.6 41208       00:06
6.190513134 12691 69.1 37412       00:06
6.21827793121 12691 69.5 55268       00:06
6.31491303444 12691 70.5 50952       00:06
6.39038991928 12691 71.3 39396       00:06
6.42380905151 12691 71.6 41300       00:06
6.45919299126 12691 71.6 37220       00:06
6.48846197128 12691 71.8 37292       00:06
6.50489497185 12691 72.5 37364       00:06
6.52842998505 12691 72.6 39220       00:06
6.54325509071 12691 73.0 39156       00:06
6.56093096733 12691 73.1 37336       00:06
6.57660198212 12691 73.3 48168       00:06
6.64966011047 12691 63.2 51900       00:07
6.72532391548 12691 64.0 37500       00:07
6.76641511917 12691 64.4 41332       00:07
6.81220293045 12691 65.0 48632       00:07
6.86575198174 12691 65.7 36276       00:07
